Event_ID,Fire_Name,Lat,Long,Fire_Year,Fire_Month,Total_area_burned(ha),Unchanged(ha),Low_Severity(ha),Moderate_Severity(ha),High_Severity(ha),Grass_Burned(ha),CO2(kg),CO(kg),CH4(kg),NMOC(kg),SO2(kg),NH3(kg),NO(kg),NO2(kg),NOx(kg),PM2.5(kg),OC(kg),BC(kg)
CA3785012222719911022,TUNNEL,37.85,-122.227,1991,10,743.85,4.41,381.15,321.3,8.91,28.08,18485936.82,925495.47,39314.709,271234.08,10547.1477,13905.1683,11029.95,11364.6807,15277.059,114953.067,117474.435,5912.9649
CA3798011978319910906,FROG CREEK,37.98,-119.783,1991,9,1201.77,8.28,488.25,555.66,86.94,62.64,135649934.1,6749874.54,292125.915,1982898,76298.5008,100952.8875,78352.281,81849.2409,107707.374,850686.408,886043.754,41037.939
CA3876512278719911020,GEYSERS,38.765,-122.787,1991,10,2020.32,23.13,518.94,1027.17,414.18,36.9,187894872.9,9549876.15,389375.253,2766742.56,106853.3001,145254.1203,116249.706,116389.2591,163534.383,1150485.399,1135427.319,66978.9765
CA4050512315819910918,ROCK,40.505,-123.158,1991,9,451.26,0,69.21,122.58,257.76,1.71,33814738.08,1754748.9,67344.3,501415.2,19405.377,27118.8936,22271.346,21451.6548,31956.282,202090.374,187991.874,13869.6246
CA3274911631019920719,MANZANITA,32.749,-116.31,1992,7,442.71,0.81,117.18,278.28,46.44,0,18279419.22,1091387.34,26103.357,281474.64,10289.4372,18568.7001,16346.979,12632.3955,25771.554,91096.02,42196.986,14414.0274
CA3278911673019920718,LOVELAND,32.789,-116.73,1992,7,784.71,4.14,252,507.51,21.06,0,54638928.72,3261247.65,80685.216,823695.12,26139.3777,55677.033,43487.811,32775.4404,69248.169,280008.279,153671.769,41653.7559
CA3343911711919920927,RAINBOW,33.439,-117.119,1992,9,1096.38,4.14,117,467.55,507.33,0.36,87431607.72,5079284.64,138843.432,1310012.64,42580.6632,85256.6076,66032.424,52036.686,103455.684,464843.88,300578.616,60075.2124
CA3368511691219920531,CACTUS,33.685,-116.912,1992,5,495.45,0.9,84.06,410.22,0.27,0,35300168.64,2154223.44,48975.39,533865.6,16363.9908,37284.1218,28991.934,21025.0278,46785.06,175648.86,82304.136,29062.5588
CA3454511867119920720,DEVIL,34.545,-118.671,1992,7,534.15,0,216.36,293.31,24.48,0,39047858.1,2233569.87,64109.241,585349.92,19809.4221,37089.1071,29298.69,23788.1259,45372.123,210817.107,144394.515,25362.9225
CA3498911865719920822,MIDDLE RIDGE,34.989,-118.657,1992,8,2169.18,0,1701,377.28,79.38,11.52,233192695.9,11856377.25,485443.593,3417053.76,128142.1431,180581.8275,139234.608,139666.8627,195740.037,1434644.217,1433627.757,81993.8367
CA3557011859019920524,CALL BOX,35.57,-118.59,1992,5,651.24,0,245.97,400.23,0.18,4.86,59340589.02,3217233.06,109906.947,878621.04,30876.9156,51493.7871,39789.477,35430.2757,59291.406,342021.924,290051.118,30123.6894
CA3592012099119920604,JOLON,35.92,-120.991,1992,6,639.45,8.91,176.58,354.51,99.45,0,40728157.92,2275579.44,70093.53,611193.6,21946.7628,37151.5734,30326.49,25721.9586,46127.772,224779.284,166023,24195.8124
CA3592712121419920821,UNNAMED,35.927,-121.214,1992,8,4141.71,34.65,2763.99,1281.87,38.07,23.13,156376087.6,8387220.6,285066.414,2384347.68,101352.8448,132344.2926,125091.45,114105.9834,184053.708,880248.24,685579.14,80921.9052
CA3596512134519920817,SLICKROCK,35.965,-121.345,1992,8,990.99,0.09,285.21,303.48,401.76,0.45,100183954.3,5041041.93,211452.246,1470327.12,56739.0033,76069.206,60095.133,61359.2082,83657.097,620396.055,628363.917,33157.4319
CA3598012129819920704,UNNAMED,35.98,-121.298,1992,7,838.8,9.45,578.88,249.57,0.09,0.81,17252221.5,877360.41,33004.593,272504.16,14650.1163,13140.0423,16289.82,15905.7567,23141.349,97622.901,75622.545,7622.7615
CA3622012145819920801,SECO,36.22,-121.458,1992,8,1086.12,0.36,208.35,554.13,320.67,2.61,117499672.3,6032740.68,240426.729,1725680.88,64390.3434,92599.1361,71815.257,70697.6847,101957.616,715585.086,698529.528,44125.3332
CA3626512166519920805,UNNAMED,36.265,-121.665,1992,8,409.68,0,84.24,130.95,173.43,21.06,46073632.32,2332561.32,96497.496,675328.32,25574.8356,35394.84,27489.204,27784.1736,38485.476,284324.508,285984.756,15788.8764
CA3686512120119920501,UNNAMED,36.865,-121.201,1992,5,447.48,0.45,98.1,303.12,30.96,14.85,30502232.64,1860100.83,42371.712,461496.24,14217.6735,32176.971,25099.389,18239.6196,40474.431,151818.489,71222.391,25071.0273
CA3715011941919920813,ITALIAN,37.15,-119.419,1992,8,660.96,3.87,430.83,214.11,6.3,5.85,70799572.62,3592841.04,147840.579,1037224.08,38986.9866,54635.2083,42149.223,42432.1029,59140.476,436326.606,437698.692,24582.9744
CA3745712036519920712,SNELLING,37.457,-120.365,1992,7,895.95,1.89,23.4,784.08,86.58,0,65805658.74,3996308.61,92676.609,994006.08,30588.8535,68966.8587,53521.56,39112.9803,86146.821,329831.001,161230.365,53248.1823
CA3759211908519920820,RAINBOW,37.592,-119.078,1992,8,3143.97,181.53,1215.45,871.74,850.05,25.2,303977362,15318978.84,641973.924,4448818.08,168407.8236,231613.3656,178748.136,182341.3608,249012.792,1885519.188,1918625.364,100631.4552
CA3761412019719920523,HUNTER,37.614,-120.197,1992,5,559.44,0.99,103.86,254.88,170.64,29.07,48196195.02,2691037.8,83840.679,717932.88,24607.9998,43974.0423,34252.767,28953.8505,52194.672,268466.778,205232.688,28136.6604
CA3783912030019920801,MOCCASIN,37.834,-120.297,1992,8,3693.78,33.03,1103.58,2232.27,311.85,13.05,423543971.3,21315581.73,896630.247,6196249.44,234596.9835,321927.3585,248075.334,253753.0101,345080.061,2631005.109,2685901.221,138782.8863
CA3814512019519920907,RUBY,38.145,-120.195,1992,9,1613.34,0,42.75,221.4,1346.67,2.52,199829396.5,10244219.94,410299.578,2931730.56,109012.7214,157078.5822,121068.216,119564.7822,171608.49,1219805.298,1197476.874,74135.7054
CA3818112047719920816,GULCH,38.181,-120.477,1992,8,7288.92,0.45,831.42,2418.03,4037.04,1.98,944876720.2,46524298.95,2070354.186,13775883.12,532108.0647,689719.8348,530865.819,566505.0918,720876.375,5988137.841,6376903.371,261996.1137
CA3859112106719920621,SMUD 1,38.591,-121.067,1992,6,514.98,0.81,64.08,448.02,2.07,0,39043084.14,2322255.96,58322.421,587434.32,18543.3714,39569.0409,30660.669,23203.6047,48754.548,201356.262,114046.056,29327.3568
CA3883312043219920929,CLEVELAND,38.833,-120.432,1992,9,8838.09,30.6,844.11,1577.79,6298.38,87.21,1214496507,60214910.67,2632511.313,17728169.76,681016.3965,897990.2055,692149.626,728640.0099,947341.899,7647967.971,8037656.019,356150.2617
CA3885512126919920820,UNNAMED,38.855,-121.269,1992,8,621,1.62,56.07,559.35,1.53,2.43,15468114.06,921474.81,22496.859,236270.88,8246.7135,15676.6581,13234.734,10175.5305,20910.609,78108.417,39284.721,11958.7707
CA3898712265419920920,BORAX FIRE,38.987,-122.654,1992,9,605.07,0,276.12,236.43,92.52,0,29310242.22,1754430.57,42163.425,447386.4,15371.1459,29944.4319,25047.972,19079.3799,39712.005,147345.885,72398.313,22991.6799
CA3923312230719920921,LIGHTENING FIRE,39.233,-122.307,1992,9,516.06,3.24,156.06,352.71,4.05,0,13339512.54,752522.22,21005.559,210440.88,9734.0112,12254.1507,13108.149,11231.3529,19812.762,68506.488,36366.066,9038.9538
CA3936312151419920925,VILLA,39.363,-121.514,1992,9,2842.56,41.22,366.21,2229.75,109.71,95.67,133432508.7,7464991.59,226501.335,2019614.4,76226.7933,121794.1965,104671.836,89016.6789,158964.039,728044.083,514361.799,81042.8085
CA3967412169519920925,BURTON,39.674,-121.695,1992,9,2520.54,3.42,2415.33,100.62,0.81,0.36,224900807.2,12182447.7,417141.243,3330470.16,117377.4276,194849.3187,150866.325,134566.8633,224634.546,1297087.38,1101825.63,113743.9674
CA4043712280619920803,UNNAMED,40.437,-122.806,1992,8,2164.68,0,1263.33,702.72,176.31,22.32,157490752.5,8892236.07,266204.259,2357549.28,81416.4237,146346.4989,116229.096,96561.1485,178343.451,862844.211,622840.959,97065.8865
CA4061012305619920820,BARKER,40.61,-123.056,1992,8,2134.17,0.27,289.35,716.94,1077.57,50.04,122430782.7,6484333.95,232920.549,1834908.48,72677.0133,101660.6799,87598.998,81422.5203,127849.239,710771.067,610849.827,57341.1645
CA4084612185219920820,FOUNTAIN,40.846,-121.852,1992,8,25231.95,331.65,3201.93,4983.39,16714.17,0.81,3600223708,175982877.4,7975712.286,52434389.52,2039419.218,2592350.982,1995663.141,2160125.123,2687139.009,22963205.08,24773493.79,938993.7879
CA4125912377919920919,MARTIN,41.259,-123.779,1992,9,536.67,1.71,278.64,173.7,82.62,0,64177146.18,3116442.87,143584.245,933703.2,36519.4089,45640.9971,35110.314,38503.2015,46902.159,411734.583,449385.111,15781.1301
CA3558912020619920729,UNNAMED,35.589,-120.206,1992,7,488.34,3.69,0,484.65,0,0,9643925.88,545528.52,14712.408,154740.96,7689.726,8871.4044,10278.9,8835.9156,15507.072,48263.652,21829.5,6802.6176
CA3591911943419920612,TURKEYTR,35.919,-119.434,1992,6,476.1,10.53,3.51,462.06,0,0,11591350.2,705762.9,16127.28,175665.6,5501.709,12193.272,9617.31,7028.082,15477.75,57674.43,26955.09,9502.929
CA4022112203419920717,HOG 2,40.221,-122.034,1992,7,583.38,0,0,583.38,0,0,47862815.4,2765094.39,77055.732,716469.84,23451.5547,46243.6182,35820.405,28503.4428,55915.191,256238.829,170278.155,32173.9065
CA3297911674819930509,EAGLE,32.979,-116.748,1993,5,2340.72,576.72,1531.98,215.46,16.56,0,131029564.3,7863659.64,190867.806,1975245.12,61788.06,134728.713,104612.922,78008.2758,167214.888,667414.152,355595.868,101715.4224
CA3304211701419931102,OLD COACH,33.042,-117.014,1993,11,732.78,41.85,374.67,257.04,44.64,14.58,39977005.5,2413382.94,57112.677,604344.24,19005.7572,41486.3397,32546.835,24090.9183,52152.606,201538.404,101565.45,31772.511
CA3312011695319931027,GUEJITO,33.12,-116.953,1993,10,6936.39,381.96,2755.8,2224.62,1550.52,23.49,464383533.6,27737105.31,684673.236,6999977.52,221576.2119,473759.8506,369545.121,278101.0008,588764.727,2378289.105,1301315.319,354789.6345
CA3314611689619930509,BODEN,33.146,-116.896,1993,5,576.54,4.68,163.44,288.18,119.97,0.27,44999906.22,2641006.89,69634.071,675493.92,21692.7855,44621.1225,34578.882,26777.0853,54529.713,236152.017,144654.633,32160.7179
CA3322211643919930616,GRADE,33.222,-116.439,1993,6,663.3,13.5,249.12,376.47,1.62,22.59,29400287.76,1765747.26,41641.524,450715.68,15809.823,30181.2336,25766.334,19611.81,40855.374,146388.762,67806.846,23468.9922
CA3351711677119931027,TRIBAL,33.517,-116.771,1993,10,854.19,59.67,533.34,261,0.18,0,42260426.28,2551152.51,59573.25,644346,21532.7547,43791.0336,36071.415,27019.5714,57537.783,210692.781,98935.695,34014.8241
CA3357911750119931027,ORTEGA,33.579,-117.501,1993,10,8464.05,36.99,4449.51,3769.83,205.02,2.7,679497006.6,39318555.42,1089589.878,10174772.16,332482.509,658254.4938,510016.824,404721.6858,796962.51,3630333.438,2393256.006,459715.329
CA3359211779419931027,LAGUNA FIRE,33.592,-117.794,1993,10,3528.9,8.19,1341.72,1542.24,542.7,94.05,209497044.8,12254467.14,325460.673,3153069.36,104010.4224,206489.5209,163181.403,127557.5283,256394.754,1099717.416,672995.502,148637.7666
CA3363611702719931026,CALIFORNIA,33.636,-117.027,1993,10,9672.48,1020.24,5848.2,2380.68,421.56,1.8,530516980.1,32211475.47,743042.538,8044072.56,254747.2635,555476.3964,440709.255,324044.9406,707740.227,2646491.517,1254654.495,431411.3541
CA3396411692319931102,REPPLIER,33.964,-116.923,1993,11,2446.92,689.76,796.41,650.61,309.33,0.81,108829172.3,6369567.03,168913.197,1637497.44,53837.1945,107374.6035,84660.354,66086.2431,133091.991,571127.319,349202.151,77333.7213
CA3397611729319931027,BOX SPRINGS,33.976,-117.293,1993,10,1127.43,0,767.79,357.84,1.17,0.63,64954418.94,3936731.04,91056.087,987305.04,31972.2282,67781.9655,54637.443,40455.0657,87520.932,323662.446,152042.652,52706.7288
CA3406211707319931027,MILL CREEK,34.062,-117.073,1993,10,1812.51,168.57,792,557.1,293.67,1.17,106386833.3,6438306.69,150961.023,1608665.76,50353.8939,110845.0161,86856.75,64007.7669,139391.253,534656.709,264893.445,85258.2663
CA3407011864919931102,OLD TOPANGA FIRE,34.07,-118.649,1993,11,6790.77,11.88,1870.56,4414.5,493.02,0.81,500010119.8,28435020.66,835711.641,7464175.92,248864.3784,470604.4785,364344.795,297984.1275,562704.57,2728878.336,1947579.75,315230.4234
CA3411411897719931026,GREEN MEADOWS,34.114,-118.977,1993,10,15423.3,98.46,9022.68,5877.54,412.29,12.33,1156619673,66975068.07,1850474.916,17327585.52,567153.9531,1121724.491,871070.013,690634.0008,1361573.739,6171220.269,4046162.427,785230.5573
CA3419611809019931027,KINNELOA,34.196,-118.09,1993,10,2239.74,2.43,772.11,1388.16,77.04,0,168470583.3,9727487.91,271650.285,2521188,82473.9057,162630.5355,125831.754,100204.0551,196367.031,902726.127,602016.111,112968.7965
CA3425711863219931027,CHATSWORTH FIRE,34.257,-118.632,1993,10,789.12,0.18,535.5,253.44,0,0,40223329.56,2399830.2,59466.078,606324.96,19249.7616,40960.215,31990.698,24126.8562,50928.372,206249.472,113507.892,30617.7732
CA3438211915319931027,STECKEL,34.382,-119.153,1993,10,10602.18,101.07,9414.18,1042.56,15.39,28.98,747721237.1,42150300.48,1269223.227,11184701.04,385758.297,693002.1375,548769.879,457008.3441,841238.136,4106560.014,2990319.876,457309.0548
CA3451411930419931027,WHEEL,34.514,-119.304,1993,10,591.3,0,97.83,462.42,31.05,0,51750007.2,2920310.01,88042.644,771457.68,25942.2165,48079.8054,37203.147,30841.7184,57147.525,285060.339,210096.693,31574.4075
CA3469811712319930720,STODDARD 4,34.698,-117.123,1993,7,1009.17,0.27,349.29,648.99,5.31,5.31,64198298.88,3901596.75,89539.542,974453.04,31023.2259,67310.0568,53673.795,39456.3042,86198.499,319458.645,149122.575,52442.8821
CA3472511995719930925,MARRE,34.725,-119.957,1993,9,17931.33,98.64,10236.78,6038.64,1557.18,0.09,1637087395,87626680.56,3103584.318,24225276.96,871376.1228,1388890.654,1084398.174,988599.3714,1598519.232,9549847.332,8366818.896,781685.0424
CA3484512056319930615,CASMALIA,34.845,-120.563,1993,6,351.27,0,85.5,203.04,28.26,34.47,15220220.4,887151.42,23194.332,233454.24,8771.4918,14862.7512,13161.222,10548.9036,20464.974,78308.01,43096.158,11008.413
CA3502511902319930510,SABODAN,35.025,-119.023,1993,5,789.39,30.06,441.72,310.5,6.57,0.54,22735633.5,1306924.47,35053.533,353597.76,14757.3585,21630.2823,20993.634,17380.5363,32207.355,116622.783,62417.871,16046.1945
CA3517811715019930827,OPAL 2,35.177,-117.148,1993,8,3338.37,1.62,1210.95,2117.88,5.22,2.7,224771258.5,13686366.6,312707.268,3406232.16,106630.9956,236465.1072,186451.92,136231.3728,300086.856,1118378.7,522710.46,184292.6184
CA3522311949619930513,UNNAMED,35.223,-119.496,1993,5,1244.43,52.83,481.68,692.01,1.53,16.38,31496772.96,1835264.16,46316.304,494801.28,21234.312,30606.1056,30783.744,25146.432,47469.024,157066.992,71340.336,23673.5712
CA3524611953619930622,VALLEY,35.246,-119.536,1993,6,1534.59,125.55,285.21,1103.4,3.51,16.92,29253045.6,1662252.93,44295.21,468507.6,22942.6821,27131.076,30974.517,26455.4478,46861.173,146057.571,65282.553,20886.0435
CA3532811956919930510,ELK HILLS 2,35.328,-119.569,1993,5,2175.66,18.54,271.62,1854.99,7.47,23.04,48270194.28,2780770.86,71944.992,765051.84,34969.5486,45929.6208,48973.554,40874.1228,74838.33,240847.362,108597.006,35451.1206
CA3548112026719930614,UNNAMED,35.481,-120.267,1993,6,580.41,0,71.64,504.18,4.59,0,15054620.76,859966.11,23168.772,236690.64,10553.6511,14140.4454,14633.505,12303.7236,22298.787,76640.841,39041.775,10594.0557
CA3554811897419930801,UNNAMED,35.548,-118.974,1993,8,750.51,2.34,119.43,605.79,22.95,0,26202248.46,1554638.31,37692.531,405688.32,15532.0389,26315.5113,24027.048,18865.4409,37645.911,130560.363,60042.807,20417.6277
CA3574012007419930620,ORCHARD,35.74,-120.074,1993,6,9029.88,1243.53,1273.59,5508.99,244.71,759.06,282346206.5,16767019.08,407182.482,4358442.24,163620.252,284133.6558,255040.182,199378.557,400304.592,1411114.536,662733.108,219613.8456
CA3592211936519930614,PIXLEY,35.922,-119.365,1993,6,544.59,0.09,118.44,420.93,5.13,0,32151362.04,1952928.81,44874.126,488239.92,15616.2969,33677.8344,26939.349,19836.7182,43237.773,159993.567,74658.501,26236.9323
CA3599111998819930902,UNNAMED,35.991,-119.988,1993,9,474.66,1.62,69.84,380.79,20.79,1.62,10292578.92,593577.09,15321.438,162995.76,7407.9189,9813.0312,10406.601,8668.7622,15915.825,51352.803,23170.689,7575.7959
CA3606012009619930801,UNNAMED,36.06,-120.096,1993,8,419.04,4.86,54,342.72,14.49,2.97,13761230.94,817957.53,19796.607,212444.64,7964.2215,13869.3465,12442.194,9712.8261,19539.441,68695.929,32042.961,10737.3483
CA3607712012919930510,PGE 13,36.077,-120.129,1993,5,643.86,2.34,81.54,535.41,22.77,1.8,24407940.24,1465489.17,34583.346,374271.12,13157.4861,25043.3064,21414.933,16312.6638,33945.669,121532.859,56283.057,19472.7843
CA3630012144819930801,RANCHO,36.3,-121.448,1993,8,2251.26,25.38,282.51,1168.11,757.44,17.82,147401630.1,8424487.62,241574.067,2215495.44,76461.5628,139742.8587,112324.437,91549.9521,173657.034,793955.34,538164.918,95903.757
CA3643012120119930611,METZ,36.43,-121.201,1993,6,617.13,37.98,122.13,430.29,11.25,15.48,30856021.92,1816306.92,46523.07,469252.8,16358.4144,30678.9354,25599.042,20007.1494,40206.24,158792.4,88186.068,22759.8264
CA3691812085119930731,PGE 4,36.918,-120.851,1993,7,2263.41,85.5,380.7,1378.8,157.95,260.46,14685042.24,634157.73,28550.97,275864.4,26318.4021,7505.2008,26310.645,27474.3342,35896.149,74927.763,30852.585,5129.8803
CA3260411692519941009,OTAY,32.604,-116.925,1994,10,902.88,3.42,222.57,669.69,7.2,0,55136552.04,3354999.3,76787.748,835954.56,26309.4066,57936.2436,45841.194,33562.296,73726.254,274382.766,128290.266,45141.6258
CA3289211698019940112,ROCOSO,32.892,-116.98,1994,1,902.97,0,878.76,23.76,0,0.45,63240066.54,3836714.49,89165.655,956138.4,29706.8823,66161.0313,51673.914,37889.5653,83073.465,316951.785,154728.081,51080.0643
CA3318211683219940626,SECOND,33.182,-116.832,1994,6,2164.41,0.72,608.67,1458.99,96.03,0,182978779.7,10404647.64,305776.782,2732351.04,91314.8712,172175.7258,133576.506,109299.0006,206256.888,998383.608,711779.724,115375.0176
CA3344811666519940624,BAILEY,33.448,-116.665,1994,6,2869.2,0.45,272.97,2114.55,481.23,0,222730657.2,13258982.52,332054.406,3351006.72,105516.1656,226046.3706,174953.25,132178.1814,278369.568,1147688.712,647465.58,167767.452
CA3364111652219940701,PALM,33.641,-116.522,1994,7,8513.82,282.33,2680.11,4660.47,805.14,85.77,624976789.3,37363014.45,920349.99,9414039.6,295753.1805,638626.8384,495583.929,371932.1982,790369.353,3200390.811,1751348.601,478404.1359
CA3369211686719940627,FAIRVIEW,33.692,-116.867,1994,6,677.34,0.09,248.49,426.51,2.25,0,50494604.22,3071456.01,70814.691,762685.92,23357.9079,53061.0165,41094.99,29933.4825,66220.065,252632.601,122275.305,41067.6939
CA3370611680419940619,UNNAMED,33.706,-116.804,1994,6,636.3,1.89,249.03,367.11,18.27,0,47345909.58,2825534.34,69998.805,713358,22555.6488,48238.2981,37560.447,28294.9767,59821.146,242842.752,133891.758,36045.4266
CA3382011694719940627,GILMAN,33.82,-116.947,1994,6,859.68,1.17,257.76,544.41,56.34,0,56622615.12,3442769.91,79102.332,857928.24,26926.7571,59429.2626,46886.157,34344.7272,75395.691,282272.229,133413.363,46201.1589
CA3392911707419940724,GILMAN,33.929,-117.074,1994,7,874.35,0,223.38,647.37,3.6,0,52022872.8,3154180.41,72783.81,791226,25708.3857,54315.828,43915.329,32520.7926,70340.481,258903.927,120668.661,42302.4615
CA3433711710219940703,DEVILS,34.337,-117.102,1994,7,5169.51,31.23,2818.98,2234.7,84.33,0.27,416266149.1,24397082.55,646624.539,6245563.68,200559.3813,411859.4301,318687.48,247291.3629,502186.203,2188970.955,1352840.535,295843.4577
CA3439011764219940625,SCOUT,34.39,-117.642,1994,6,1411.74,20.97,453.51,724.77,212.4,0.09,117187044.1,6584301.45,201278.196,1745964.72,59076.2997,108077.949,83716.371,69945.1884,128188.089,648684.099,485995.509,70197.0039
CA3446011804519940625,SHOOTING,34.46,-118.045,1994,6,1655.64,81.99,818.46,741.96,12.42,0.81,98046611.82,5899180.23,140583.033,1487007.36,48283.3377,101134.2627,81126.342,60710.9031,129476.259,494109.711,247700.583,77455.9809
CA3461911968819940601,UNNAMED,34.619,-119.688,1994,6,730.35,0,296.37,411.57,22.41,0,75176770.68,3976160.13,146038.086,1108462.32,39949.4133,62478.1512,48203.505,44908.6518,70343.721,444824.163,404858.385,33543.7551
CA3473112044619941009,OAK HILL,34.731,-120.446,1994,10,803.88,94.23,420.66,222.21,65.7,1.08,48252434.76,2640159.9,87067.89,720043.2,26082.009,42487.1982,34248.132,30071.4246,51332.454,273395.718,219908.358,25963.2162
CA3490911972919940730,ALISO,34.909,-119.729,1994,7,1378.35,31.41,1212.39,133.2,0,1.35,50310567.72,3002205.51,72040.248,774052.56,28181.9403,51068.3202,44780.769,34605.5184,70600.167,251160.957,117638.451,39551.1129
CA3500411993619940908,SPANISH,35.004,-119.936,1994,9,1322.46,16.83,251.55,852.21,201.87,0,83918629.08,4822567.11,135515.106,1264047.12,43704.1359,80270.1792,64986.147,52538.6826,100784.979,448321.689,294192.963,55938.4821
CA3515511711219940813,OPAL 2,35.155,-117.112,1994,8,590.22,0,438.12,152.1,0,0,33135868.8,2004539.13,46495.89,504925.2,16718.5521,34458.228,28226.097,21044.8278,45099.153,164927.511,76755.573,26826.9975
CA3520611991719940523,SODA,35.206,-119.917,1994,5,1385.37,1.44,1359.81,24.12,0,0,55571176.44,3315416.94,79378.056,856609.92,31568.787,56369.6784,49949.946,38691.99,78674.706,276791.778,127654.974,43783.8318
CA3525911502319940628,FORT PIUTE,35.259,-115.023,1994,6,2569.59,0,1099.98,1400.49,0.18,68.94,186980937.5,11411177.94,259410.474,2827658.88,86624.2566,197505.819,153520.56,111313.467,247756.05,930415.194,436058.37,153949.5126
CA3537611880519940530,BRECKENRIDGE,35.376,-118.805,1994,5,990.18,1.62,186.39,787.32,14.85,0,27494543.52,1604599.65,40354.218,431390.16,18342.6741,26794.8072,26728.965,21764.9358,41270.661,137098.035,62333.865,20731.5459
CA3539212068319940814,41,35.392,-120.683,1994,8,19603.26,34.65,2368.62,7647.57,9519.48,32.94,1551468108,83633794.11,2890325.916,23058367.92,839947.0599,1331747.685,1062806.265,957311.064,1575063.495,8950826.961,7595817.255,773856.1449
CA3542712003119940703,UNNAMED,35.427,-120.031,1994,7,1176.66,8.82,422.19,745.11,0.54,0,9342294.48,441983.97,16833.762,168449.04,14098.9653,5942.5128,14903.613,14967.1134,20797.101,47022.579,18797.337,4355.2251
CA3547311869919940627,LUCAS COMPLEX,35.481,-118.691,1994,6,3695.31,20.16,1659.6,1959.66,8.91,46.98,334273709.2,18237478.68,611126.316,4956009.12,173318.9868,293221.5408,227063.376,199923.8256,340040.808,1912869.252,1588977.684,175093.4952
CA3559312038819940624,UNNAMED,35.593,-120.388,1994,6,642.78,4.59,317.79,320.4,0,0,5729065.56,277169.67,10137.834,102001.68,8179.1487,3831.8616,8793.963,8729.0226,12351.555,28810.089,11668.707,2830.4037
CA3564211844219940614,LAKELAND,35.642,-118.442,1994,6,1100.07,0.45,340.29,751.32,4.41,3.6,82799536.14,4913569.26,124494.723,1244997.36,39350.7288,83605.4991,64693.233,49136.7501,102739.05,428439.888,246502.242,61651.2258
CA3574711817719940621,WHITE BLANKET,35.747,-118.177,1994,6,1037.43,1.08,174.24,721.8,52.29,88.02,75972033.18,4477451.4,115937.919,1143640.08,37084.8078,75823.5735,59507.559,45868.4361,93990.456,395508.906,233563.536,55348.4196
CA3585112017919940612,YORK,35.851,-120.179,1994,6,414.9,10.53,45.81,325.8,19.53,13.23,18402285.78,1057026.42,29179.449,281051.28,10608.2352,17543.9205,15420.267,12620.6703,23783.598,96693.48,58709.358,12548.7126
CA3590412071619940624,BASHAM,35.904,-120.716,1994,6,541.08,7.2,332.19,200.25,1.44,0,16635047.94,871586.55,31469.769,254472.48,11423.9313,13487.1327,13394.286,12649.5027,19377.495,95254.479,77915.799,7792.5933
CA3646712120519940805,PINNACLES,36.467,-121.205,1994,8,457.38,0,131.94,317.79,2.88,4.77,29016286.92,1675015.29,46349.424,437370.48,15036.5781,27963.7038,22622.823,18151.5024,35188.641,154163.331,98965.917,19687.1679
CA3721411927319940824,BIG CREEK,37.214,-119.273,1994,8,2186.19,0.63,443.07,767.34,867.96,107.19,247664753.8,12588063.12,515408.751,3631939.92,136920.7026,191640.1455,148700.259,149188.5801,209014.236,1522856.358,1519500.276,87128.0064
CA3732412142819941013,MT. STAKES,37.324,-121.428,1994,10,595.53,0.45,374.58,173.43,47.07,0,56781211.32,3054147.12,106829.694,839573.28,29742.8652,48599.9118,37528.83,33901.8642,55560.384,330093.252,286703.28,27695.2824
CA3764112147219940811,WHEEL 1  2,37.641,-121.472,1994,8,599.67,0,296.91,288,0,14.76,6624851.04,338508,11207.898,113938.56,8034.1956,4984.6086,9093.474,8717.373,13014.324,33324.156,14215.536,3726.1908
CA3765511953619940809,HORIZON,37.655,-119.536,1994,8,1222.65,11.52,546.93,543.24,109.35,11.61,111914325.7,5502192.3,245668.608,1632072.96,63303.4926,81453.8952,62936.37,67326.4548,85336.146,709870.77,757186.11,30709.6974
CA3798812063119940629,COPPER 8,37.988,-120.631,1994,6,708.57,0,183.33,510.57,14.04,0.63,78364775.34,4024406.7,160424.505,1150009.2,42685.722,61795.0233,47627.343,46880.6139,67625.766,477550.692,466987.842,29398.0158
CA3806612033419940809,CREEK,38.066,-120.334,1994,8,604.98,0,63.27,249.93,290.97,0.81,81298450.26,4001696.19,178222.941,1185253.92,45799.4925,59307.7563,45653.31,48748.7727,61970.859,515371.059,549140.715,22483.0377
CA3860812119119940701,UNNAMED,38.608,-121.191,1994,7,704.16,221.04,161.73,213.03,4.5,103.86,26322567.84,1544326.92,40207.824,398911.68,13693.4532,26042.9832,21372.444,16740.8784,33544.692,136554.588,78939.396,19087.3548
CA3881312080119940807,KELSEY,38.813,-120.801,1994,8,404.28,0.09,61.11,110.16,231.93,0.99,52040174.94,2577552.12,112986.333,759465.36,29189.421,38406.5721,29584.917,31207.8447,40445.676,328032.63,345463.848,15135.9048
CA3939912006519940811,HIRSCHDALE,39.399,-120.065,1994,8,515.7,3.6,136.44,229.77,93.15,52.74,50526090.54,2662227.45,98600.589,746174.88,27368.4483,41691.9267,32675.256,30652.8867,47518.245,299425.149,273361.329,22204.5903
CA3951712003719940804,CRYSTAL,39.517,-120.037,1994,8,2962.26,2.43,252.45,833.31,1813.41,60.66,376132927.3,18799703.82,804865.068,5498357.76,209880.351,282278.1852,217965.438,225873.36,301005.018,2350757.034,2431275.822,117367.2054
